timestamp,position_lat,position_long,distance,enhanced_speed,enhanced_altitude,power,heart_rate,cadence,temperature,fractional_cadence
2023-08-12 14:59:34,37.43602246977389,-122.12781138718128,0.0,0.0,4.0,0,115,0,30,0.0
2023-08-12 14:59:35,37.43602599017322,-122.12781423702836,0.0,0.0,4.0,0,115,0,30,0.0
2023-08-12 14:59:36,37.436029175296426,-122.127815913409,0.0,0.0,4.0,0,116,0,30,0.0
2023-08-12 14:59:37,37.436029175296426,-122.127815913409,0.0,1.026,4.0,0,116,0,30,0.0
2023-08-12 14:59:38,37.436029175296426,-122.127815913409,0.0,0.0,4.0,0,116,0,30,0.0
2023-08-12 14:59:39,37.43602657690644,-122.12781415320933,0.28,1.026,4.0,0,116,0,30,0.0
2023-08-12 14:59:40,37.436026241630316,-122.12781289592385,0.39,0.653,4.0,0,116,0,30,0.0
2023-08-12 14:59:41,37.43602808564901,-122.12780526839197,0.6,1.801,4.0,0,116,0,30,0.0
2023-08-12 14:59:42,37.43602498434484,-122.12780267000198,1.01,0.653,4.0,0,116,0,30,0.0
2023-08-12 14:59:43,37.436045771464705,-122.12780107744038,1.01,1.036,4.0,0,116,0,30,0.0
2023-08-12 14:59:44,37.4360547401011,-122.12779948487878,1.01,1.036,4.0,0,116,0,30,0.0
2023-08-12 14:59:45,37.43606203235686,-122.12779780849814,1.01,1.026,4.0,0,116,0,30,0.0
2023-08-12 14:59:46,37.43606253527105,-122.12779143825173,1.46,1.092,4.199999999999989,0,117,0,30,0.0
2023-08-12 14:59:47,37.43605809286237,-122.12777199223638,3.24,1.642,4.199999999999989,0,117,0,30,0.0
2023-08-12 14:59:48,37.43607728742063,-122.1277480199933,5.98,1.894,4.199999999999989,0,118,0,30,0.0
2023-08-12 14:59:49,37.43609011173248,-122.12772320955992,8.52,2.099,4.199999999999989,0,119,0,30,0.0
2023-08-12 14:59:50,37.43609447032213,-122.12771382182837,9.44,2.743,4.199999999999989,0,119,2,30,0.0
2023-08-12 14:59:51,37.436120454221964,-122.12769269943237,12.69,3.088,4.199999999999989,0,119,2,30,0.0
2023-08-12 14:59:52,37.43612648919225,-122.12765858508646,15.38,3.247,4.399999999999977,0,119,2,30,0.0
2023-08-12 14:59:53,37.436141995713115,-122.12763930670917,17.8,3.247,4.399999999999977,49,119,21,30,0.0
